source,target,connected,camino_más_corto,centralidad_grado_source,centralidad_grado_target,centralidad_cercanía_source,centralidad_cercanía_target,coeficiente_agrupamiento_source,coeficiente_agrupamiento_target,pagerank_source,pagerank_target,k_core_number_source,k_core_number_target
84424,57537,1,True,1,0.003995525011986575,0.0007458313355708274,0.29143162289216096,0.25003632229858613,0.07567567567567568,0.10989010989010989,0.0001820535716281254,5.112101320304284e-05,26,11
84424,58458,1,True,1,0.003995525011986575,0.000319642000958926,0.29143162289216096,0.23086595804787308,0.07567567567567568,0.6666666666666666,0.0001820535716281254,3.0567262225956424e-05,26,5
84424,59326,1,True,1,0.003995525011986575,0.0027702306749773586,0.29143162289216096,0.27904730314321324,0.07567567567567568,0.1191553544494721,0.0001820535716281254,0.00012244860539100836,26,20
84424,61571,1,True,1,0.003995525011986575,0.0035693356773746736,0.29143162289216096,0.2889018088145652,0.07567567567567568,0.16010854816824965,0.0001820535716281254,0.00013225301392494828,26,29
84424,63552,1,True,1,0.003995525011986575,0.005753556017260668,0.29143162289216096,0.30056387218354974,0.07567567567567568,0.16164762893734858,0.0001820535716281254,0.0002010698672312609,26,37
84424,64124,1,True,1,0.003995525011986575,0.001438389004315167,0.29143162289216096,0.27514834886648654,0.07567567567567568,0.21652421652421652,0.0001820535716281254,7.46289358535604e-05,26,17
84424,64568,1,True,1,0.003995525011986575,0.007564860689361248,0.29143162289216096,0.29618913303461575,0.07567567567567568,0.1585256218160024,0.0001820535716281254,0.00023456377525345607,26,38
84424,66200,1,True,1,0.003995525011986575,0.00159821000479463,0.29143162289216096,0.26042144898588093,0.07567567567567568,0.167816091954023,0.0001820535716281254,9.881648208618797e-05,26,14
84424,69839,1,True,1,0.003995525011986575,0.0033029673432422354,0.29143162289216096,0.2821088928538394,0.07567567567567568,0.053410893707033315,0.0001820535716281254,0.00019878736347215273,26,23
84424,72391,1,True,1,0.003995525011986575,0.0003729156677854137,0.29143162289216096,0.24618933230734474,0.07567567567567568,0.5238095238095238,0.0001820535716281254,2.3661198119041507e-05,26,7
84424,73543,1,True,1,0.003995525011986575,0.00458153534707794,0.29143162289216096,0.2949559497532022,0.07567567567567568,0.14692202462380302,0.0001820535716281254,0.00016778029879927094,26,31
84424,76259,1,True,1,0.003995525011986575,0.0025038623408449204,0.29143162289216096,0.2798156253362128,0.07567567567567568,0.18963922294172064,0.0001820535716281254,9.357408309985833e-05,26,26
84424,77098,1,True,1,0.003995525011986575,0.0032496936764157477,0.29143162289216096,0.2837923271806379,0.07567567567567568,0.23114754098360657,0.0001820535716281254,0.00010992610959091737,26,31
84424,77915,1,True,1,0.003995525011986575,0.00042618933461190133,0.29143162289216096,0.23943273725601075,0.07567567567567568,0.2857142857142857,0.0001820535716281254,3.5181402476721195e-05,26,6
84424,78627,1,True,1,0.003995525011986575,0.0026104096744978956,0.29143162289216096,0.27978352744890217,0.07567567567567568,0.336734693877551,0.0001820535716281254,9.53534264910649e-05,26,27
84424,83560,1,True,1,0.003995525011986575,0.007032124021096372,0.29143162289216096,0.2960504629012374,0.07567567567567568,0.13243118204950266,0.0001820535716281254,0.0002367181175366025,26,34
84424,85420,1,True,1,0.003995525011986575,0.0021842203398859945,0.29143162289216096,0.2740002599142103,0.07567567567567568,0.28780487804878047,0.0001820535716281254,8.395649461720397e-05,26,26
84424,88768,1,True,1,0.003995525011986575,0.000639284001917852,0.29143162289216096,0.24169009775504816,0.07567567567567568,0.22727272727272727,0.0001820535716281254,5.0962775395182935e-05,26,9
84424,89131,1,True,1,0.003995525011986575,0.0002663683341324383,0.29143162289216096,0.2345932863710786,0.07567567567567568,0.6,0.0001820535716281254,1.986535681636818e-05,26,4
84424,89308,1,True,1,0.003995525011986575,0.0017047573384476053,0.29143162289216096,0.26560305837672654,0.07567567567567568,0.23588709677419356,0.0001820535716281254,8.39788358556846e-05,26,13
84424,89994,1,True,1,0.003995525011986575,0.0010654733365297532,0.29143162289216096,0.2693915804710598,0.07567567567567568,0.37894736842105264,0.0001820535716281254,4.274940692835094e-05,26,16
84424,90506,1,True,1,0.003995525011986575,0.002557136007671408,0.29143162289216096,0.27247414930600633,0.07567567567567568,0.10726950354609929,0.0001820535716281254,0.00013847985484809392,26,18
84424,91060,1,True,1,0.003995525011986575,0.0029833253422833095,0.29143162289216096,0.28057435696232363,0.07567567567567568,0.15324675324675324,0.0001820535716281254,0.00011227160998219965,26,26
84424,92387,1,True,1,0.003995525011986575,0.0009589260028767779,0.29143162289216096,0.26266912099439005,0.07567567567567568,0.20915032679738563,0.0001820535716281254,4.6578012130241514e-05,26,15
84424,93296,1,True,1,0.003995525011986575,0.0023440413403654574,0.29143162289216096,0.27558359071416005,0.07567567567567568,0.1511627906976744,0.0001820535716281254,0.00010096397492393286,26,21
84424,94138,1,True,1,0.003995525011986575,0.004315167012945501,0.29143162289216096,0.2924199327837899,0.07567567567567568,0.15833333333333333,0.0001820535716281254,0.00021598310597167184,26,31
84424,94329,1,True,1,0.003995525011986575,0.0014916626711416548,0.29143162289216096,0.2682234960726809,0.07567567567567568,0.29894179894179895,0.0001820535716281254,5.887814533218158e-05,26,20
84424,95070,1,True,1,0.003995525011986575,0.00047946300143838897,0.29143162289216096,0.24965607784395216,0.07567567567567568,0.3055555555555556,0.0001820535716281254,2.805584835873292e-05,26,8
84424,95531,1,True,1,0.003995525011986575,0.0032496936764157477,0.29143162289216096,0.2766687764627185,0.07567567567567568,0.1557377049180328,0.0001820535716281254,0.0001311571270177674,26,28
84424,96570,1,True,1,0.003995525011986575,0.001438389004315167,0.29143162289216096,0.26270145397846406,0.07567567567567568,0.3247863247863248,0.0001820535716281254,6.325905102417093e-05,26,20
84424,97101,1,True,1,0.003995525011986575,0.0011720206701827287,0.29143162289216096,0.26621184076331367,0.07567567567567568,0.13852813852813853,0.0001820535716281254,5.984645840635206e-05,26,15
84424,98506,1,True,1,0.003995525011986575,0.004474988013424964,0.29143162289216096,0.29052410699056197,0.07567567567567568,0.1408491107286288,0.0001820535716281254,0.00017356614218792154,26,30
84424,99104,1,True,1,0.003995525011986575,0.006552661019657983,0.29143162289216096,0.2911334526211438,0.07567567567567568,0.40023990403838466,0.0001820535716281254,0.00016120609622788715,26,56
84424,104802,1,True,1,0.003995525011986575,0.00639284001917852,0.29143162289216096,0.3005321280674944,0.07567567567567568,0.26708683473389355,0.0001820535716281254,0.00019575487681073662,26,38
84424,106611,1,True,1,0.003995525011986575,0.004368440679771989,0.29143162289216096,0.2854148380199327,0.07567567567567568,0.1583860283047275,0.0001820535716281254,0.0001842696457038765,26,29
84424,107829,1,True,1,0.003995525011986575,0.0031431463427627725,0.29143162289216096,0.276283743211767,0.07567567567567568,0.24079485680888368,0.0001820535716281254,0.0001262593895730125,26,24
84424,109016,1,True,1,0.003995525011986575,0.0005327366682648766,0.29143162289216096,0.2608989944302316,0.07567567567567568,0.6444444444444445,0.0001820535716281254,2.4851460364253432e-05,26,10
84424,112605,1,True,1,0.003995525011986575,0.005806829684087155,0.29143162289216096,0.29605559651657487,0.07567567567567568,0.10584437648657832,0.0001820535716281254,0.00025856983507200243,26,27
84424,117751,1,True,1,0.003995525011986575,0.001118747003356241,0.29143162289216096,0.25959388458870225,0.07567567567567568,0.19523809523809524,0.0001820535716281254,6.407743817290106e-05,26,14
84424,122908,1,True,1,0.003995525011986575,0.0017047573384476053,0.29143162289216096,0.24958673501614417,0.07567567567567568,0.594758064516129,0.0001820535716281254,6.406752398613873e-05,26,20
84424,124023,1,True,1,0.003995525011986575,0.00159821000479463,0.29143162289216096,0.2616346419565152,0.07567567567567568,0.2045977011494253,0.0001820535716281254,7.191466343529096e-05,26,16
84424,125190,1,True,1,0.003995525011986575,0.00010654733365297533,0.29143162289216096,0.231910217271317,0.07567567567567568,1.0,0.0001820535716281254,1.173277690981775e-05,26,2
84424,130825,1,True,1,0.003995525011986575,0.0014916626711416548,0.29143162289216096,0.26592988061920747,0.07567567567567568,0.1111111111111111,0.0001820535716281254,8.953483694985064e-05,26,14
84424,132445,1,True,1,0.003995525011986575,0.007032124021096372,0.29143162289216096,0.29936754038179864,0.07567567567567568,0.14411288457089985,0.0001820535716281254,0.00022961928203187664,26,38
89308,560,1,True,1,0.0017047573384476053,0.000319642000958926,0.26560305837672654,0.22946039560673007,0.23588709677419356,0.2,8.39788358556846e-05,4.40127055968627e-05,13,3
89308,15829,1,True,1,0.0017047573384476053,0.000799105002397315,0.26560305837672654,0.2578180996574304,0.23588709677419356,0.47619047619047616,8.39788358556846e-05,3.689059723875936e-05,13,12
89308,42972,1,True,1,0.0017047573384476053,0.0038357040115071118,0.26560305837672654,0.2668484424362601,0.23588709677419356,0.39162754303599373,8.39788358556846e-05,0.0001560579405419413,13,42
89308,55528,1,True,1,0.0017047573384476053,0.000159821000479463,0.26560305837672654,0.22707689089223346,0.23588709677419356,0.3333333333333333,8.39788358556846e-05,1.6997760247901864e-05,13,3
89308,57618,1,True,1,0.0017047573384476053,0.001758031005274093,0.26560305837672654,0.260119906690145,0.23588709677419356,0.2689393939393939,8.39788358556846e-05,8.736420012327587e-05,13,15
89308,60310,1,True,1,0.0017047573384476053,0.00010654733365297533,0.26560305837672654,0.22369998421836898,0.23588709677419356,1.0,8.39788358556846e-05,1.173024635244759e-05,13,2
89308,63707,1,True,1,0.0017047573384476053,0.0010654733365297532,0.26560305837672654,0.24678360573427513,0.23588709677419356,0.47368421052631576,8.39788358556846e-05,5.679245226690429e-05,13,12
89308,63769,1,True,1,0.0017047573384476053,0.0010654733365297532,0.26560305837672654,0.251235784327065,0.23588709677419356,0.5789473684210527,8.39788358556846e-05,5.061931699926802e-05,13,12
89308,68320,1,True,1,0.0017047573384476053,0.0006925576687443396,0.26560305837672654,0.2417790865328097,0.23588709677419356,0.28205128205128205,8.39788358556846e-05,4.369536907871904e-05,13,8
89308,73543,1,True,1,0.0017047573384476053,0.00458153534707794,0.26560305837672654,0.2949559497532022,0.23588709677419356,0.14692202462380302,8.39788358556846e-05,0.00016778029879927094,13,31
89308,75607,1,True,1,0.0017047573384476053,0.0054871876831282295,0.26560305837672654,0.2914764011184696,0.23588709677419356,0.14848657909765847,8.39788358556846e-05,0.00019941663295701726,13,31
89308,84424,1,True,1,0.0017047573384476053,0.003995525011986575,0.26560305837672654,0.29143162289216096,0.23588709677419356,0.07567567567567568,8.39788358556846e-05,0.0001820535716281254,13,26
89308,92552,1,True,1,0.0017047573384476053,0.00410207234563955,0.26560305837672654,0.29185507778789993,0.23588709677419356,0.22214627477785373,8.39788358556846e-05,0.00013121528291676717,13,32
89308,93762,1,True,1,0.0017047573384476053,0.0009589260028767779,0.26560305837672654,0.24914966867341387,0.23588709677419356,0.4444444444444444,8.39788358556846e-05,4.4171518054827194e-05,13,12
89308,93889,1,True,1,0.0017047573384476053,0.0005327366682648766,0.26560305837672654,0.24916421288804116,0.23588709677419356,0.6444444444444445,8.39788358556846e-05,2.4320720612205748e-05,13,10
89308,94138,1,True,1,0.0017047573384476053,0.004315167012945501,0.26560305837672654,0.2924199327837899,0.23588709677419356,0.15833333333333333,8.39788358556846e-05,0.00021598310597167184,13,31
89308,95860,1,True,1,0.0017047573384476053,0.000639284001917852,0.26560305837672654,0.24091593096340175,0.23588709677419356,0.7424242424242424,8.39788358556846e-05,3.261391433685979e-05,13,11
89308,96909,1,True,1,0.0017047573384476053,0.000639284001917852,0.26560305837672654,0.24453558766975117,0.23588709677419356,0.6212121212121212,8.39788358556846e-05,3.476229021969916e-05,13,11
89308,99870,1,True,1,0.0017047573384476053,0.004954451014863353,0.26560305837672654,0.29961445661087954,0.23588709677419356,0.32935951379149137,8.39788358556846e-05,0.00014317083009066754,13,39
89308,112293,1,True,1,0.0017047573384476053,0.0010121996697032656,0.26560305837672654,0.2532556581697598,0.23588709677419356,0.49122807017543857,8.39788358556846e-05,4.289305573599271e-05,13,12
89308,113138,1,True,1,0.0017047573384476053,0.004954451014863353,0.26560305837672654,0.28755882632702334,0.23588709677419356,0.25806451612903225,8.39788358556846e-05,0.0001665214260162028,13,41
89308,116343,1,True,1,0.0017047573384476053,0.0005327366682648766,0.26560305837672654,0.23217197051163846,0.23588709677419356,1.0,8.39788358556846e-05,2.8723925064150782e-05,13,10
89308,116453,1,True,1,0.0017047573384476053,0.0010121996697032656,0.26560305837672654,0.24822957539276472,0.23588709677419356,0.6081871345029239,8.39788358556846e-05,4.9043005081792e-05,13,12
89308,118859,1,True,1,0.0017047573384476053,0.00319642000958926,0.26560305837672654,0.2804775626809429,0.23588709677419356,0.13163841807909604,8.39788358556846e-05,0.00014225524705324086,13,23
89308,121831,1,True,1,0.0017047573384476053,0.001118747003356241,0.26560305837672654,0.2516060273150059,0.23588709677419356,0.5285714285714286,8.39788358556846e-05,5.2795846208057156e-05,13,12
89308,122003,1,True,1,0.0017047573384476053,0.00047946300143838897,0.26560305837672654,0.25819239324190724,0.23588709677419356,0.1388888888888889,8.39788358556846e-05,2.558633823153954e-05,13,9
89308,123268,1,True,1,0.0017047573384476053,0.00042618933461190133,0.26560305837672654,0.2330625504465758,0.23588709677419356,1.0,8.39788358556846e-05,2.4587803318090183e-05,13,8
89308,125345,1,True,1,0.0017047573384476053,0.002557136007671408,0.26560305837672654,0.2780203581747982,0.23588709677419356,0.1524822695035461,8.39788358556846e-05,0.00010119573848926006,13,25
89308,127886,1,True,1,0.0017047573384476053,0.011826754035480261,0.26560305837672654,0.3205036642672115,0.23588709677419356,0.21144674085850557,8.39788358556846e-05,0.0003353611808557998,13,52
89308,129530,1,True,1,0.0017047573384476053,0.0021309466730595064,0.26560305837672654,0.27704139736664707,0.23588709677419356,0.23974358974358975,8.39788358556846e-05,7.750573172038445e-05,13,23
89308,129910,1,True,1,0.0017047573384476053,0.0005327366682648766,0.26560305837672654,0.23217197051163846,0.23588709677419356,1.0,8.39788358556846e-05,2.8723925064150782e-05,13,10
89308,132104,1,True,1,0.0017047573384476053,0.000639284001917852,0.26560305837672654,0.244081119036932,0.23588709677419356,0.8636363636363636,8.39788358556846e-05,3.1739697379503675e-05,13,10
94138,2175,1,True,1,0.004315167012945501,0.00042618933461190133,0.2924199327837899,0.23178428177456364,0.15833333333333333,0.32142857142857145,0.00021598310597167184,5.0656240105247734e-05,31,5
94138,3365,1,True,1,0.004315167012945501,0.0054871876831282295,0.2924199327837899,0.29836307420992186,0.15833333333333333,0.20578716923662668,0.00021598310597167184,0.00016308798620665268,31,37
94138,4279,1,True,1,0.004315167012945501,0.0002663683341324383,0.2924199327837899,0.24156699061242493,0.15833333333333333,0.7,0.00021598310597167184,1.9399884346194414e-05,31,5
94138,4930,1,True,1,0.004315167012945501,0.0009589260028767779,0.2924199327837899,0.2542399588336414,0.15833333333333333,0.2679738562091503,0.00021598310597167184,7.681925016394595e-05,31,11
94138,5335,1,True,1,0.004315167012945501,0.0082041446912791,0.2924199327837899,0.3019939894846442,0.15833333333333333,0.2570240217299041,0.00021598310597167184,0.00022119312815023566,31,55
94138,8445,1,True,1,0.004315167012945501,0.001438389004315167,0.2924199327837899,0.24987165138031783,0.15833333333333333,0.13105413105413105,0.00021598310597167184,0.00011992314036640007,31,13
94138,9039,1,True,1,0.004315167012945501,0.003516062010548186,0.2924199327837899,0.28139285683347653,0.15833333333333333,0.17622377622377622,0.00021598310597167184,0.00013490170156919113,31,28
94138,10976,1,True,1,0.004315167012945501,0.011720206701827286,0.2924199327837899,0.314250509764667,0.15833333333333333,0.17949356579493567,0.00021598310597167184,0.000306887204338617,31,55
94138,11050,1,True,1,0.004315167012945501,0.001278568003835704,0.2924199327837899,0.26743781634577624,0.15833333333333333,0.2644927536231884,0.00021598310597167184,5.789772784807695e-05,31,16
94138,11580,1,True,1,0.004315167012945501,0.00047946300143838897,0.2924199327837899,0.24954660677191864,0.15833333333333333,0.3333333333333333,0.00021598310597167184,2.7326867693312572e-05,31,7
94138,19204,1,True,1,0.004315167012945501,0.008097597357626125,0.2924199327837899,0.3053152753132038,0.15833333333333333,0.16817706517950506,0.00021598310597167184,0.00023036208384895788,31,38
94138,21937,1,True,1,0.004315167012945501,0.00042618933461190133,0.2924199327837899,0.24865255225542662,0.15833333333333333,0.4642857142857143,0.00021598310597167184,3.560801707832324e-05,31,7
94138,23986,1,True,1,0.004315167012945501,0.017207394384955516,0.2924199327837899,0.3267916584460591,0.15833333333333333,0.1183970155567948,0.00021598310597167184,0.0004817384597409191,31,44
94138,24075,1,True,1,0.004315167012945501,0.006126471685046082,0.2924199327837899,0.2904104472786929,0.15833333333333333,0.14782608695652175,0.00021598310597167184,0.00022409518395822146,31,29
94138,26526,1,True,1,0.004315167012945501,0.0018113046721005806,0.2924199327837899,0.2655782692537272,0.15833333333333333,0.10338680926916222,0.00021598310597167184,0.0001048386116061513,31,15
94138,28516,1,True,1,0.004315167012945501,0.014437163709978157,0.2924199327837899,0.3194721416772268,0.15833333333333333,0.12024053573869072,0.00021598310597167184,0.0004200379592290138,31,55
94138,28787,1,True,1,0.004315167012945501,0.002823504341803846,0.2924199327837899,0.28318510856716467,0.15833333333333333,0.35268505079825835,0.00021598310597167184,9.433986200383042e-05,31,31
94138,31404,1,True,1,0.004315167012945501,0.00021309466730595067,0.2924199327837899,0.23594845488549415,0.15833333333333333,0.8333333333333334,0.00021598310597167184,1.8454534581379184e-05,31,4
94138,33777,1,True,1,0.004315167012945501,0.000639284001917852,0.2924199327837899,0.24884100502127002,0.15833333333333333,0.19696969696969696,0.00021598310597167184,5.02267394892099e-05,31,9
94138,34608,1,True,1,0.004315167012945501,0.017899952053699857,0.2924199327837899,0.3272614566899436,0.15833333333333333,0.11924307036247335,0.00021598310597167184,0.0004960508446462999,31,44
94138,35729,1,True,1,0.004315167012945501,0.00159821000479463,0.2924199327837899,0.276064842679511,0.15833333333333333,0.1632183908045977,0.00021598310597167184,7.266283462528934e-05,31,21
94138,36907,1,True,1,0.004315167012945501,0.015822279047466838,0.2924199327837899,0.31946616386644383,0.15833333333333333,0.12016562016562017,0.00021598310597167184,0.000484189987408004,31,55
94138,37861,1,True,1,0.004315167012945501,5.327366682648767e-05,0.2924199327837899,0.22380261637650398,0.15833333333333333,0,0.00021598310597167184,1.027129269466271e-05,31,1
94138,38921,1,True,1,0.004315167012945501,0.0047413563475574025,0.2924199327837899,0.29403651417401805,0.15833333333333333,0.2814096016343207,0.00021598310597167184,0.000148277959589593,31,36
94138,42512,1,True,1,0.004315167012945501,0.00047946300143838897,0.2924199327837899,0.24256571186762077,0.15833333333333333,0.3055555555555556,0.00021598310597167184,3.5337225133694284e-05,31,7
94138,42994,1,True,1,0.004315167012945501,0.005753556017260668,0.2924199327837899,0.3017644702095224,0.15833333333333333,0.21599169262720663,0.00021598310597167184,0.00016716059405653288,31,37
94138,44011,1,True,1,0.004315167012945501,0.0013318416706621916,0.2924199327837899,0.276337404433419,0.15833333333333333,0.4066666666666667,0.00021598310597167184,5.4883634071526346e-05,31,20
94138,46847,1,True,1,0.004315167012945501,0.009322891694635342,0.2924199327837899,0.3126907967896991,0.15833333333333333,0.14784893267651888,0.00021598310597167184,0.00027984016452774663,31,38
94138,47856,1,True,1,0.004315167012945501,0.008630334025891003,0.2924199327837899,0.30857651856195406,0.15833333333333333,0.17774710528333718,0.00021598310597167184,0.0002450143741045808,31,38
94138,50991,1,True,1,0.004315167012945501,5.327366682648767e-05,0.2924199327837899,0.22380261637650398,0.15833333333333333,0,0.00021598310597167184,1.027129269466271e-05,31,1
94138,52870,1,True,1,0.004315167012945501,0.0008523786692238027,0.2924199327837899,0.24592337335994752,0.15833333333333333,0.25,0.00021598310597167184,5.208842478878437e-05,31,10
94138,53890,1,True,1,0.004315167012945501,0.005274093015822279,0.2924199327837899,0.2936723634778946,0.15833333333333333,0.24757781900639045,0.00021598310597167184,0.000161754751423232,31,33
94138,55233,1,True,1,0.004315167012945501,0.003995525011986575,0.2924199327837899,0.28659342647700065,0.15833333333333333,0.16648648648648648,0.00021598310597167184,0.00014755346680408305,31,31
94138,56117,1,True,1,0.004315167012945501,0.0024505886740184327,0.2924199327837899,0.2796323079716057,0.15833333333333333,0.10434782608695652,0.00021598310597167184,0.00011142728066308457,31,23
94138,58532,1,True,1,0.004315167012945501,0.0010121996697032656,0.2924199327837899,0.2454249230301348,0.15833333333333333,0.09941520467836257,0.00021598310597167184,0.00014995377592854882,31,7
94138,59151,1,True,1,0.004315167012945501,0.0038889776783336,0.2924199327837899,0.2900897153260446,0.15833333333333333,0.380517503805175,0.00021598310597167184,0.00011903786952952138,31,33
94138,59173,1,True,1,0.004315167012945501,0.0013318416706621916,0.2924199327837899,0.2657849867757579,0.15833333333333333,0.2633333333333333,0.00021598310597167184,5.7971274664597386e-05,31,17
94138,60390,1,True,1,0.004315167012945501,0.0014916626711416548,0.2924199327837899,0.2727396635012438,0.15833333333333333,1.0,0.00021598310597167184,4.7271327419295264e-05,31,28
94138,61461,1,True,1,0.004315167012945501,0.005274093015822279,0.2924199327837899,0.28982871928285386,0.15833333333333333,0.2945784374355803,0.00021598310597167184,0.00014714424275023236,31,36
94138,61472,1,True,1,0.004315167012945501,0.00047946300143838897,0.2924199327837899,0.24260362622400508,0.15833333333333333,0.1111111111111111,0.00021598310597167184,4.751489170091567e-05,31,6
94138,61571,1,True,1,0.004315167012945501,0.0035693356773746736,0.2924199327837899,0.2889018088145652,0.15833333333333333,0.16010854816824965,0.00021598310597167184,0.00013225301392494828,31,29
94138,61686,1,True,1,0.004315167012945501,0.0036226093442011612,0.2924199327837899,0.2816899883767424,0.15833333333333333,0.23836698858647937,0.00021598310597167184,0.0001451914300769047,31,28
94138,61929,1,True,1,0.004315167012945501,0.002077673006233019,0.2924199327837899,0.2692216628903032,0.15833333333333333,0.19838056680161945,0.00021598310597167184,9.276191596307217e-05,31,19
94138,62496,1,True,1,0.004315167012945501,0.0027702306749773586,0.2924199327837899,0.28726369074123154,0.15833333333333333,0.41855203619909503,0.00021598310597167184,9.79476387580163e-05,31,31
