Autor1,Autor2,Score
110670.0,111411.0,0.0000
77415.0,24392.0,0.0000
83746.0,131279.0,0.0000
112430.0,123339.0,0.0000
128657.0,79069.0,0.0000
57629.0,64411.0,1.0000
35348.0,47710.0,0.0000
51437.0,97974.0,1.0000
39478.0,104095.0,0.0000
11513.0,4343.0,0.0000
125156.0,51825.0,0.0000
37479.0,67299.0,0.0000
128641.0,4112.0,0.0000
18396.0,110459.0,1.0000
77755.0,100989.0,1.0000
48189.0,132877.0,0.0000
58974.0,96242.0,1.0000
126860.0,63056.0,0.0000
15826.0,96233.0,0.0000
120425.0,16235.0,0.0000
13246.0,109843.0,0.0000
96570.0,51659.0,0.0000
105103.0,123340.0,1.0000
118859.0,64186.0,0.0000
50385.0,121223.0,1.0000
71776.0,85051.0,1.0000
53098.0,62821.0,0.0000
766.0,128820.0,1.0000
663.0,24835.0,0.0000
98431.0,72616.0,0.0000
59733.0,32073.0,1.0000
49747.0,51704.0,1.0000
13114.0,65676.0,1.0000
80089.0,107340.0,0.0000
109386.0,130401.0,1.0000
67778.0,110403.0,1.0000
45163.0,113686.0,0.0000
72941.0,1949.0,0.0000
42531.0,127948.0,0.0000
24760.0,122037.0,0.0000
75847.0,65889.0,0.0000
131914.0,90645.0,0.0000
18650.0,115140.0,1.0000
61375.0,9992.0,0.0000
62821.0,70781.0,0.0000
38219.0,49638.0,0.0000
71674.0,76597.0,0.0000
12795.0,115008.0,0.0000
131451.0,116514.0,0.0000
112972.0,22834.0,1.0000
129622.0,37045.0,0.0000
18876.0,57331.0,1.0000
35411.0,45920.0,1.0000
24969.0,89647.0,1.0000
112945.0,73252.0,0.0000
19869.0,48227.0,0.0000
3887.0,82888.0,0.0000
27281.0,67548.0,0.0000
7026.0,111660.0,0.0000
22767.0,98162.0,0.0000
71009.0,116486.0,0.0000
1324.0,25850.0,0.0000
56849.0,89754.0,1.0000
128081.0,20151.0,0.0000
386.0,40181.0,1.0000
75690.0,37918.0,0.0000
41992.0,24104.0,0.0000
38109.0,34456.0,0.0000
37937.0,63142.0,1.0000
1324.0,119515.0,1.0000
811.0,35290.0,0.0000
125954.0,131391.0,1.0000
84424.0,76259.0,0.0000
39696.0,83188.0,0.0000
113528.0,63437.0,0.0000
2545.0,8129.0,0.0000
14420.0,126052.0,0.0000
119591.0,125156.0,1.0000
95860.0,118859.0,0.0000
124023.0,25665.0,0.0000
3209.0,53786.0,1.0000
18258.0,23347.0,1.0000
70970.0,64784.0,0.0000
29880.0,126549.0,0.0000
75947.0,72168.0,1.0000
26738.0,27950.0,1.0000
39577.0,97354.0,0.0000
43160.0,50627.0,0.0000
4272.0,100937.0,0.0000
1155.0,32656.0,1.0000
45009.0,112609.0,0.0000
102795.0,19436.0,0.0000
837.0,104073.0,1.0000
4418.0,22578.0,0.0000
130549.0,130461.0,1.0000
95952.0,127071.0,0.0000
130997.0,25628.0,1.0000
106964.0,53359.0,1.0000
22070.0,97387.0,0.0000
49118.0,65523.0,0.0000
78169.0,23279.0,1.0000
50077.0,90152.0,0.0000
26988.0,81899.0,1.0000
22833.0,3468.0,0.0000
48043.0,128213.0,1.0000
104491.0,118379.0,1.0000
6729.0,14439.0,0.0000
75280.0,109672.0,1.0000
21512.0,116054.0,1.0000
121444.0,88903.0,0.0000
121722.0,58934.0,0.0000
2736.0,80352.0,0.0000
82156.0,82717.0,0.0000
76830.0,118493.0,0.0000
62821.0,101361.0,0.0000
51825.0,32791.0,0.0000
100099.0,94679.0,1.0000
64317.0,123247.0,0.0000
106497.0,116380.0,0.0000
53371.0,124535.0,1.0000
51406.0,23110.0,0.0000
1399.0,36044.0,0.0000
11707.0,124247.0,1.0000
23211.0,60010.0,0.0000
5063.0,130550.0,1.0000
33686.0,124620.0,0.0000
55844.0,45791.0,0.0000
42531.0,12290.0,0.0000
108818.0,77184.0,0.0000
99028.0,80387.0,0.0000
44183.0,111223.0,0.0000
88568.0,110601.0,1.0000
6256.0,114281.0,0.0000
78470.0,118942.0,1.0000
35348.0,35777.0,0.0000
118859.0,56337.0,0.0000
111723.0,132888.0,1.0000
17566.0,69226.0,0.0000
89732.0,78781.0,1.0000
21306.0,123038.0,1.0000
24442.0,127794.0,1.0000
97654.0,81462.0,1.0000
112157.0,125365.0,0.0000
84122.0,17837.0,0.0000
9103.0,131565.0,0.0000
6256.0,124956.0,0.0000
112453.0,126451.0,0.0000
128150.0,130288.0,1.0000
276.0,86595.0,0.0000
12164.0,104098.0,0.0000
50484.0,67731.0,1.0000
46373.0,47448.0,0.0000
25484.0,46033.0,1.0000
1324.0,74570.0,0.0000
54681.0,1102.0,0.0000
75539.0,70713.0,0.0000
103169.0,44434.0,0.0000
17377.0,113210.0,0.0000
81151.0,25588.0,0.0000
114352.0,18137.0,0.0000
17875.0,89323.0,1.0000
93855.0,384.0,0.0000
90189.0,32483.0,0.0000
12860.0,53375.0,0.0000
42895.0,35707.0,1.0000
114249.0,113178.0,0.0000
80595.0,86067.0,1.0000
3365.0,60390.0,0.0000
45678.0,88932.0,0.0000
68291.0,55974.0,0.0000
20113.0,116478.0,0.0000
130322.0,58838.0,0.0000
42220.0,132599.0,0.0000
28377.0,59517.0,0.0000
47674.0,94817.0,0.0000
20498.0,117778.0,1.0000
56589.0,103029.0,0.0000
56223.0,108874.0,1.0000
38966.0,113663.0,1.0000
60957.0,60164.0,0.0000
42994.0,51358.0,1.0000
108054.0,14686.0,0.0000
41308.0,6995.0,1.0000
116813.0,114183.0,0.0000
18314.0,59176.0,1.0000
55325.0,88541.0,0.0000
80554.0,54440.0,0.0000
55901.0,86990.0,0.0000
34608.0,132614.0,0.0000
106497.0,50340.0,0.0000
107397.0,114959.0,0.0000
91807.0,63352.0,0.0000
503.0,67744.0,1.0000
55755.0,58872.0,0.0000
114959.0,116319.0,0.0000
14232.0,88957.0,1.0000
61077.0,35630.0,0.0000
88596.0,5597.0,0.0000
11851.0,42259.0,0.0000
25931.0,53034.0,0.0000
77098.0,78627.0,0.0000
52064.0,113753.0,0.0000
123670.0,72889.0,0.0000
57331.0,115672.0,0.0000
40427.0,81477.0,1.0000
133188.0,27884.0,0.0000
129446.0,75612.0,0.0000
74901.0,62501.0,0.0000
103552.0,130682.0,1.0000
86721.0,85451.0,0.0000
82498.0,54352.0,1.0000
5883.0,59827.0,1.0000
71466.0,28135.0,0.0000
24649.0,71776.0,1.0000
88847.0,46663.0,0.0000
97815.0,88644.0,0.0000
103096.0,28964.0,1.0000
128027.0,6695.0,0.0000
117579.0,47679.0,0.0000
33500.0,129106.0,0.0000
36739.0,116658.0,0.0000
68877.0,15026.0,0.0000
61505.0,97916.0,1.0000
109257.0,76098.0,0.0000
9602.0,74016.0,0.0000
39062.0,10804.0,0.0000
77416.0,96241.0,1.0000
42972.0,60043.0,0.0000
116846.0,30693.0,0.0000
124351.0,132286.0,1.0000
118929.0,26628.0,0.0000
33805.0,36744.0,1.0000
14465.0,22570.0,0.0000
62821.0,51701.0,0.0000
79379.0,86546.0,0.0000
95558.0,34676.0,0.0000
39521.0,47856.0,0.0000
116603.0,36125.0,0.0000
42886.0,69318.0,0.0000
83051.0,117384.0,1.0000
41283.0,108054.0,0.0000
101520.0,63570.0,0.0000
86721.0,108722.0,0.0000
41427.0,58768.0,1.0000
71541.0,20847.0,0.0000
36814.0,9863.0,0.0000
39815.0,68255.0,1.0000
121581.0,110624.0,1.0000
598.0,96500.0,0.0000
105827.0,126451.0,0.0000
74008.0,79595.0,0.0000
127734.0,103096.0,0.0000
29767.0,92081.0,1.0000
66396.0,77129.0,0.0000
8094.0,119745.0,1.0000
124566.0,3008.0,0.0000
22523.0,62572.0,0.0000
112157.0,111729.0,0.0000
99129.0,108423.0,1.0000
63140.0,129112.0,0.0000
60957.0,74224.0,0.0000
4903.0,11404.0,1.0000
120292.0,124196.0,1.0000
59915.0,60117.0,0.0000
45163.0,4024.0,0.0000
16287.0,126246.0,0.0000
73703.0,89812.0,0.0000
130588.0,92004.0,0.0000
85272.0,116514.0,0.0000
38725.0,124928.0,1.0000
71466.0,3634.0,0.0000
46607.0,66544.0,0.0000
6831.0,92108.0,0.0000
38670.0,117350.0,0.0000
90151.0,101579.0,1.0000
83959.0,122995.0,1.0000
48071.0,58233.0,1.0000
16427.0,57035.0,0.0000
89538.0,37716.0,0.0000
20177.0,132373.0,0.0000
17233.0,79513.0,0.0000
101094.0,21912.0,0.0000
13219.0,52412.0,0.0000
88155.0,119270.0,0.0000
128980.0,64796.0,1.0000
9208.0,45696.0,1.0000
88311.0,87054.0,0.0000
111786.0,120961.0,0.0000
47237.0,22437.0,0.0000
5978.0,63470.0,0.0000
59833.0,101371.0,0.0000
79633.0,84886.0,1.0000
79267.0,96145.0,0.0000
22604.0,30479.0,0.0000
52192.0,116869.0,0.0000
43705.0,62711.0,1.0000
68692.0,45449.0,0.0000
45549.0,127680.0,1.0000
14976.0,114539.0,1.0000
126830.0,60750.0,0.0000
17205.0,119745.0,1.0000
45900.0,117097.0,1.0000
3907.0,102855.0,1.0000
53213.0,39258.0,0.0000
100715.0,27031.0,0.0000
24798.0,72490.0,0.0000
48549.0,109370.0,1.0000
82651.0,35449.0,0.0000
10914.0,40495.0,0.0000
95531.0,6506.0,0.0000
95822.0,90402.0,1.0000
37378.0,74866.0,0.0000
1086.0,122476.0,0.0000
35375.0,106164.0,0.0000
122431.0,16308.0,1.0000
129063.0,6345.0,1.0000
83188.0,64856.0,0.0000
23986.0,70618.0,0.0000
47968.0,90577.0,0.0000
44365.0,94597.0,0.0000
3816.0,29353.0,0.0000
128027.0,59040.0,0.0000
63236.0,63019.0,0.0000
8561.0,19501.0,1.0000
1186.0,42438.0,1.0000
31561.0,109072.0,0.0000
84879.0,119600.0,0.0000
56607.0,16193.0,0.0000
114959.0,124480.0,0.0000
33126.0,32403.0,1.0000
3981.0,113041.0,0.0000
116284.0,115267.0,0.0000
32400.0,109109.0,1.0000
36907.0,24128.0,0.0000
36215.0,96352.0,1.0000
8561.0,14402.0,1.0000
111622.0,4068.0,1.0000
23903.0,117422.0,1.0000
104802.0,70618.0,1.0000
54360.0,121965.0,0.0000
82115.0,47486.0,1.0000
42092.0,12336.0,0.0000
50096.0,130460.0,0.0000
26141.0,45384.0,0.0000
4903.0,116128.0,1.0000
89588.0,122495.0,1.0000
59501.0,93025.0,1.0000
131866.0,69400.0,0.0000
67618.0,9769.0,0.0000
76040.0,115961.0,0.0000
25350.0,48880.0,1.0000
128685.0,25911.0,0.0000
43051.0,59376.0,0.0000
62572.0,95107.0,1.0000
38921.0,25535.0,0.0000
74570.0,79956.0,1.0000
84318.0,98278.0,0.0000
426.0,112312.0,1.0000
125184.0,63822.0,0.0000
95531.0,10864.0,0.0000
53955.0,54430.0,1.0000
53998.0,100958.0,0.0000
51027.0,55375.0,0.0000
55500.0,57150.0,0.0000
75539.0,92108.0,0.0000
75607.0,42610.0,0.0000
132075.0,79644.0,0.0000
44322.0,98188.0,0.0000
71393.0,121961.0,1.0000
125697.0,12039.0,0.0000
107955.0,27470.0,0.0000
291.0,8953.0,1.0000
74277.0,95194.0,0.0000
47463.0,48536.0,1.0000
104466.0,298.0,0.0000
26459.0,822.0,1.0000
60957.0,99126.0,0.0000
106274.0,125774.0,0.0000
82142.0,16093.0,1.0000
45384.0,65983.0,0.0000
96680.0,39587.0,0.0000
66875.0,2699.0,0.0000
19812.0,34009.0,0.0000
69190.0,82803.0,1.0000
36739.0,89425.0,0.0000
91194.0,110955.0,0.0000
15826.0,47776.0,0.0000
45779.0,21281.0,1.0000
74008.0,133109.0,0.0000
27710.0,42919.0,1.0000
20248.0,773.0,1.0000
59292.0,47776.0,1.0000
83892.0,107717.0,0.0000
26988.0,119919.0,1.0000
91752.0,15646.0,0.0000
58341.0,70898.0,0.0000
117051.0,120705.0,0.0000
14976.0,38264.0,1.0000
19066.0,31445.0,0.0000
127743.0,89313.0,1.0000
23789.0,73917.0,1.0000
55602.0,118929.0,0.0000
63398.0,28711.0,0.0000
36016.0,63676.0,0.0000
73941.0,95495.0,0.0000
52351.0,76564.0,1.0000
78328.0,26764.0,0.0000
115209.0,59843.0,0.0000
103234.0,103028.0,1.0000
124585.0,114576.0,0.0000
72658.0,47911.0,1.0000
82286.0,100418.0,0.0000
39062.0,67774.0,0.0000
87760.0,120732.0,0.0000
7087.0,53342.0,0.0000
42259.0,59647.0,0.0000
79860.0,74590.0,0.0000
12832.0,14747.0,0.0000
32020.0,49242.0,1.0000
126975.0,72987.0,0.0000
43303.0,118133.0,0.0000
41058.0,73625.0,0.0000
63105.0,107807.0,0.0000
26153.0,102422.0,0.0000
21193.0,79646.0,1.0000
5034.0,24617.0,0.0000
93801.0,54559.0,1.0000
106274.0,109056.0,0.0000
3420.0,120678.0,0.0000
11581.0,60424.0,1.0000
39343.0,110341.0,0.0000
30057.0,47865.0,0.0000
131121.0,80496.0,1.0000
52907.0,109251.0,0.0000
17593.0,4880.0,0.0000
48487.0,90668.0,0.0000
84456.0,106164.0,0.0000
89191.0,18455.0,0.0000
9220.0,102125.0,1.0000
10156.0,95610.0,1.0000
111385.0,82214.0,0.0000
86721.0,125316.0,0.0000
66396.0,84509.0,0.0000
92445.0,54360.0,0.0000
11107.0,78779.0,1.0000
31756.0,9428.0,0.0000
21545.0,87129.0,1.0000
21718.0,8775.0,0.0000
108944.0,13649.0,0.0000
28748.0,17861.0,0.0000
20251.0,71989.0,0.0000
40270.0,88930.0,1.0000
132769.0,4996.0,1.0000
112705.0,133266.0,1.0000
118146.0,130302.0,0.0000
47968.0,38264.0,1.0000
94357.0,116973.0,1.0000
27656.0,117690.0,1.0000
45580.0,98150.0,0.0000
70916.0,16019.0,0.0000
18314.0,64909.0,0.0000
9409.0,92081.0,0.0000
125350.0,48657.0,1.0000
132921.0,96657.0,0.0000
35777.0,68481.0,0.0000
30972.0,43856.0,0.0000
63005.0,42389.0,0.0000
127701.0,129261.0,0.0000
111161.0,44866.0,0.0000
45886.0,69879.0,0.0000
121399.0,82587.0,0.0000
26872.0,96796.0,1.0000
9896.0,13068.0,1.0000
17806.0,18781.0,0.0000
60576.0,70339.0,1.0000
82704.0,5883.0,0.0000
110994.0,48657.0,0.0000
103476.0,109164.0,1.0000
20965.0,15555.0,0.0000
128985.0,2653.0,0.0000
132731.0,3503.0,0.0000
55404.0,105990.0,0.0000
34270.0,91061.0,1.0000
47486.0,122276.0,1.0000
463.0,53473.0,1.0000
25301.0,79603.0,0.0000
124983.0,85272.0,0.0000
112343.0,25672.0,0.0000
104103.0,94397.0,0.0000
278.0,126158.0,0.0000
111161.0,81899.0,0.0000
106837.0,133025.0,1.0000
28128.0,97754.0,0.0000
15524.0,4469.0,1.0000
22555.0,124092.0,1.0000
494.0,84886.0,1.0000
41473.0,118896.0,0.0000
50316.0,113446.0,1.0000
16287.0,107194.0,0.0000
129063.0,32473.0,0.0000
31138.0,107032.0,1.0000
124529.0,81647.0,0.0000
89611.0,23829.0,0.0000
103894.0,74064.0,0.0000
65408.0,122718.0,0.0000
111786.0,109204.0,0.0000
57186.0,109385.0,1.0000
54681.0,114959.0,0.0000
104802.0,51587.0,0.0000
49307.0,107036.0,1.0000
16035.0,50163.0,0.0000
11799.0,51697.0,1.0000
48527.0,56223.0,1.0000
35290.0,35703.0,0.0000
104879.0,124686.0,1.0000
129622.0,106050.0,0.0000
40823.0,27557.0,0.0000
97541.0,35596.0,0.0000
4415.0,79467.0,0.0000
70618.0,4679.0,0.0000
47710.0,63505.0,0.0000
75398.0,118378.0,0.0000
69712.0,9992.0,0.0000
32202.0,9208.0,0.0000
125733.0,11551.0,0.0000
47882.0,89754.0,1.0000
130476.0,16032.0,0.0000
20665.0,46672.0,1.0000
82115.0,117288.0,1.0000
55211.0,106179.0,1.0000
119919.0,33635.0,0.0000
115986.0,117.0,1.0000
20498.0,54157.0,1.0000
118859.0,107646.0,0.0000
131091.0,112386.0,1.0000
36625.0,36789.0,1.0000
65564.0,132981.0,0.0000
45773.0,46554.0,0.0000
111161.0,84257.0,0.0000
94817.0,65449.0,0.0000
96680.0,116874.0,0.0000
54608.0,93984.0,0.0000
63422.0,55497.0,1.0000
105049.0,103484.0,1.0000
48773.0,32269.0,0.0000
46342.0,88481.0,0.0000
128893.0,105840.0,0.0000
8953.0,23279.0,1.0000
80912.0,102203.0,1.0000
3067.0,93096.0,0.0000
90938.0,90113.0,0.0000
78328.0,3468.0,0.0000
43744.0,77785.0,1.0000
28516.0,386.0,1.0000
83171.0,84456.0,1.0000
2626.0,116665.0,0.0000
27771.0,85199.0,1.0000
126587.0,110387.0,0.0000
9769.0,107705.0,0.0000
33779.0,129210.0,1.0000
113138.0,7026.0,0.0000
67687.0,122654.0,0.0000
105780.0,21134.0,0.0000
83992.0,85934.0,1.0000
31782.0,92662.0,0.0000
16115.0,46445.0,1.0000
52907.0,121223.0,0.0000
122425.0,23306.0,0.0000
21718.0,77480.0,1.0000
116846.0,85940.0,0.0000
124956.0,133125.0,0.0000
52682.0,16523.0,0.0000
101873.0,110589.0,1.0000
95036.0,114509.0,0.0000
92043.0,12997.0,0.0000
126394.0,99324.0,0.0000
28164.0,91807.0,0.0000
32073.0,76345.0,1.0000
59058.0,100192.0,0.0000
83565.0,96809.0,1.0000
83319.0,72738.0,0.0000
80491.0,61812.0,0.0000
56031.0,46042.0,0.0000
28188.0,112430.0,0.0000
85740.0,78415.0,0.0000
38155.0,47710.0,0.0000
10172.0,21878.0,0.0000
15211.0,69601.0,0.0000
46783.0,31561.0,0.0000
68320.0,92012.0,0.0000
49700.0,98318.0,1.0000
129458.0,88184.0,0.0000
107877.0,131391.0,1.0000
66634.0,79892.0,1.0000
64054.0,87325.0,0.0000
83351.0,57158.0,1.0000
117676.0,11159.0,0.0000
32211.0,38983.0,1.0000
23738.0,103671.0,1.0000
10639.0,86260.0,0.0000
87187.0,104164.0,1.0000
2166.0,16795.0,1.0000
45121.0,81618.0,0.0000
105780.0,87779.0,0.0000
16920.0,67090.0,1.0000
85229.0,6977.0,1.0000
62398.0,58147.0,0.0000
7385.0,43229.0,1.0000
14976.0,49944.0,1.0000
16019.0,16896.0,0.0000
67223.0,68213.0,0.0000
34893.0,114539.0,1.0000
83560.0,31097.0,0.0000
87793.0,85778.0,1.0000
89588.0,116337.0,0.0000
75314.0,87485.0,0.0000
26477.0,92133.0,1.0000
44183.0,72640.0,0.0000
50460.0,79224.0,0.0000
66514.0,114539.0,1.0000
77208.0,1559.0,0.0000
56877.0,66756.0,0.0000
38556.0,43989.0,1.0000
42143.0,114380.0,1.0000
122637.0,51363.0,0.0000
101744.0,62179.0,0.0000
119739.0,11675.0,0.0000
66875.0,131012.0,0.0000
48104.0,120911.0,0.0000
104241.0,125017.0,0.0000
43088.0,38830.0,0.0000
1086.0,27563.0,0.0000
117174.0,128095.0,1.0000
55085.0,71801.0,0.0000
102277.0,36044.0,0.0000
26972.0,126830.0,0.0000
18314.0,27194.0,1.0000
61290.0,16959.0,0.0000
90938.0,73865.0,0.0000
70099.0,81296.0,0.0000
75003.0,88633.0,0.0000
128081.0,133023.0,0.0000
123677.0,71874.0,0.0000
108545.0,128775.0,0.0000
83770.0,62398.0,0.0000
3420.0,70665.0,0.0000
125910.0,37240.0,0.0000
101797.0,50428.0,0.0000
1155.0,74753.0,0.0000
38155.0,96264.0,0.0000
16665.0,79570.0,0.0000
26202.0,87779.0,0.0000
76451.0,106884.0,0.0000
26459.0,63470.0,0.0000
93271.0,2760.0,1.0000
80438.0,117090.0,1.0000
23156.0,43025.0,1.0000
116071.0,65753.0,1.0000
129063.0,44072.0,0.0000
101811.0,129446.0,0.0000
104544.0,82471.0,0.0000
70524.0,110043.0,0.0000
128020.0,67411.0,0.0000
130519.0,28536.0,1.0000
63715.0,295.0,1.0000
9912.0,31815.0,0.0000
124983.0,66525.0,0.0000
52682.0,107846.0,0.0000
6331.0,10479.0,0.0000
38829.0,90650.0,1.0000
24354.0,15587.0,0.0000
24666.0,37149.0,1.0000
85755.0,63868.0,0.0000
114611.0,71441.0,1.0000
56525.0,47895.0,0.0000
81353.0,97354.0,0.0000
76749.0,113663.0,1.0000
32095.0,96829.0,0.0000
85103.0,114120.0,1.0000
98439.0,99129.0,1.0000
65642.0,126394.0,0.0000
9540.0,14956.0,0.0000
86758.0,88907.0,0.0000
89821.0,118013.0,0.0000
18781.0,30068.0,1.0000
29423.0,65985.0,1.0000
20666.0,123021.0,0.0000
75616.0,96459.0,1.0000
130853.0,118341.0,1.0000
55683.0,25374.0,1.0000
21084.0,89611.0,0.0000
11799.0,51962.0,1.0000
3269.0,87501.0,0.0000
69704.0,96241.0,1.0000
36907.0,62496.0,0.0000
36257.0,79277.0,1.0000
105274.0,25230.0,0.0000
68921.0,229.0,0.0000
84424.0,109016.0,0.0000
48745.0,30126.0,0.0000
131639.0,48643.0,0.0000
11412.0,77530.0,1.0000
62946.0,89745.0,1.0000
88984.0,42753.0,0.0000
23986.0,53890.0,0.0000
81251.0,27194.0,1.0000
37983.0,791.0,0.0000
48189.0,24392.0,0.0000
70163.0,74934.0,0.0000
70950.0,10767.0,0.0000
72555.0,112393.0,0.0000
115556.0,71390.0,0.0000
25338.0,42332.0,1.0000
84879.0,38748.0,0.0000
116846.0,80491.0,0.0000
75664.0,87194.0,0.0000
27884.0,68081.0,0.0000
56437.0,51489.0,0.0000
131221.0,62515.0,0.0000
30199.0,45086.0,0.0000
61461.0,116866.0,1.0000
93624.0,53568.0,0.0000
623.0,109286.0,0.0000
88720.0,98933.0,0.0000
34009.0,93903.0,0.0000
77754.0,93096.0,0.0000
23453.0,19066.0,0.0000
120586.0,100536.0,0.0000
23384.0,105906.0,1.0000
44612.0,62821.0,1.0000
64231.0,77252.0,0.0000
132445.0,28249.0,0.0000
43031.0,57307.0,0.0000
28246.0,99144.0,0.0000
15973.0,128338.0,0.0000
5516.0,78061.0,1.0000
34882.0,98349.0,1.0000
116071.0,26067.0,1.0000
89732.0,99193.0,0.0000
97431.0,128732.0,1.0000
64292.0,64345.0,0.0000
45773.0,67147.0,0.0000
30912.0,83284.0,1.0000
76391.0,81435.0,0.0000
75223.0,42589.0,0.0000
74336.0,42825.0,0.0000
88404.0,49349.0,0.0000
